"SKU","Товар","Единица измерения","Цена"
"sku_f356fab7","Патрон электрический Navigator 71 613 NLH-PL-E27  пластиковый подвесной Е27 (1/50/200), Navigator Group","RUB","19.44"
"sku_56991a3d","Патрон электрический Navigator 71 618 NLH-CL-GU5.3  для ГЛН и LED ламп (1/100), Navigator Group","RUB","10.73"
"sku_186b9c22","Патрон электрический Navigator 71 619 NLH-CL-H-E27 керамический с держателем Е27 (1/40), Navigator Group","RUB","26.51"
"sku_4da37c8b","Патрон электрический Navigator 71 695 NLA-E27-S-E27 переходник Е27 на розет и Е27 (1/24), Navigator Group","RUB","42.94"
"sku_669d8853","Патрон-переходник с вилкой и выключателем,","RUB","32"
"sku_db65c181","Патрон-переходник с цоколя Е27 на Е40 (1/1),","RUB","40"
"sku_745bea78","Стартёр LS111M 4-65Вт.. 220-240В IEK,","RUB","17.8"
"sku_e08d6e59","Стартёр LS151M 4...22Вт., 110-130В IEK,","RUB","17.8"
"sku_f0813731","Заглушка 01ИР.767556.015 (для розетки), BYLECTRICA","RUB","1.9"
"sku_20eff113","MONO Octans Выкл. 1 кл. Белый IP20 (12/120), MONO","RUB","155.74"
"sku_2de3f600","MONO Octans Выкл. 1 кл. прох. Белый IP20 (12/120), MONO","RUB","186"
"sku_c228928b","MONO Octans Выкл. 2 кл. Белый IP20 (12/120), MONO","RUB","185.9"
"sku_225c619b","MONO Octans Розетка 2-я б/з Белая IP20 (6/60), MONO","RUB","219.31"
"sku_f468d0d8","MONO Octans Розетка 2-я с/з Белая IP20 (6/60), MONO","RUB","249.73"
"sku_20731e69","MONO Octans Розетка б/з Белая IP20 (12/120), MONO","RUB","165.1"
"sku_a9b86507","MONO Octans Розетка с/з Белая IP20 (12/120), MONO","RUB","180.31"
"sku_e01448c9","Розетка РА-16-У21 1-я карболит.круглая белая(керамика),","RUB","61"
"sku_562f7bc9","Блок (1 выкл. + роз) ОУ В-РЦ-521 Пралеска (54)  , BYLECTRICA","RUB","173.31"
"sku_cf2d7a14","Блок (2 выкл. + роз) ОУ 2В-РЦ-523 Пралеска (54) , BYLECTRICA","RUB","188.11"
"sku_77e83329","Выкл. 1-кл. ОУ (6 А)/ А1 6-131 Пралеска (90)  , BYLECTRICA","RUB","77.22"
"sku_66625d7a","Выкл. 2-кл. ОУ (6 А)/ А5 6-134 Пралеска (90)  , BYLECTRICA","RUB","93.25"
"sku_783b72be","Роз. 1-местн. ОУ РА16-255 Пралеска (108)  , BYLECTRICA","RUB","61.71"
"sku_05b49455","Роз. 2-местн.  ОУ с заз. конт. РА16-261 Пралеска (50)  , BYLECTRICA","RUB","138.98"
"sku_50ee83b5","Роз. 2-местн. ОУ РА16-260 Пралеска (60)  , BYLECTRICA","RUB","102.1"
"sku_8d0268d8","Роз. 3-местн. ОУ РА16-263 Пралеска (56)  , BYLECTRICA","RUB","198"
"sku_b5cc9108","Роз. 3-местн. ОУ с заз.конт.РА16-265 Пралеска (40) , BYLECTRICA","RUB","282.66"
"sku_861080c0","Роз. 4-местн. ОУ РА16-264 Пралеска (36)  , BYLECTRICA","RUB","264.16"
"sku_425196d2","Роз. 4-местн. ОУ с заз.конт.РА16-266 Пралеска (28) , BYLECTRICA","RUB","353.17"
"sku_371039be","Розетка XPERT 1-я наружная (керам) (12),","RUB","70"
"sku_a1e5a0d9","Розетка XPERT 2-я наружная (керам) (10),","RUB","112.81"
"sku_3c37309c","Выключатель 1-кл. откр. уст. VA 16-131-Б (пластик) (80)  , БелТИЗ","RUB","76.11"
"sku_1d0eb341","Выключатель 2-кл. откр. уст. VA 56-232-Б (пластик) (80)  , БелТИЗ","RUB","85.18"
"sku_2cc0cc8c","Розетка 1-мест. отк. уст. c з/к RA 16-133-Б(пластик) (60)  , БелТИЗ","RUB","75.4"
"sku_8f34ccd1","Розетка 1-мест. отк. уст. без з/к RA 16-131-Б(пластик) (120)  , БелТИЗ","RUB","64.28"
"sku_dcd27e23","Розетка 2-мест. отк. уст. без з/к RA 16-237-Б(пластик) (70)  , БелТИЗ","RUB","93.23"
"sku_84528163","Розетка 2-мест. отк. уст. с з/к RA 16-238-Б(пластик) (50)  , БелТИЗ","RUB","124.08"
"sku_b6a3dbf6","Розетка 3-мест. отк. уст. без з/к RA 16-344-Б(пластик) (45)  , БелТИЗ","RUB","185.62"
"sku_acf74382","Розетка 3-мест. отк. уст. с з/к RA 16-343-Б(пластик) (35)  , БелТИЗ","RUB","248.5"
"sku_ba7a3f06","Розетка 4-мест. отк. уст. без з/к RA 16-446-Б(пластик) (35)  , БелТИЗ","RUB","246.21"
"sku_29e73b03","Розетка 4-мест. отк. уст. с з/к RA 16-445-Б(пластик) (25)  , БелТИЗ","RUB","329.88"
"sku_bbc9e051","Розетка 4-мест. откр. уст. без з/к RA 16-464-Б (пластик) (35), БелТИЗ","RUB","257.08"
"sku_ba032646","Выключатель 1-кл. отк. устан. А 16-023 (120)  , БелТИЗ","RUB","49.31"
"sku_1ae7eaab","Розетка отк. уст. 2-мест. РА 16-009 (90)  , БелТИЗ","RUB","69.5"
"sku_ff777314","Розетка откр.уст.2-мест. РА16-008 (90), БелТИЗ","RUB","61.9"
"sku_e3d43308","MONO Octans Выкл. 1 кл. + Розетка б/з c крышкой IP54 (4/40), MONO","RUB","312.78"
"sku_a7cbe76d","MONO Octans Выкл. 1 кл. + Розетка с/з с крышкой IP54 (4/40), MONO","RUB","343.2"
"sku_9ca8fff5","MONO Octans Выкл. 1 кл. IP54(9/90), MONO","RUB","194.61"
"sku_3abd6781","MONO Octans Выкл. 2 кл. + Розетка б/з с крышкой IP54 (4/40), MONO","RUB","343.2"
"sku_8c2251a8","MONO Octans Выкл. 2 кл. + Розетка с/з с крышкой IP54 (4/40), MONO","RUB","360.49"
"sku_44481560","MONO Octans Кнопка звонка Серая IP54, MONO","RUB","198"
"sku_36ab1884","MONO Octans Розетка 2-я б/з c крышкой IP54 (4/40), MONO","RUB","312.78"
"sku_ca47de6b","MONO Octans Розетка 2-я с/з c крышкой IP54 (4/40), MONO","RUB","343.16"
"sku_24714284","MONO Octans Розетка б/з с крышкой IP54(9/90), MONO","RUB","186.81"
"sku_f98dd2be","MONO Octans Розетка с/з с крышкой IP54(9/90), MONO","RUB","206.34"
"sku_0b17c88c","Блок (1 выкл. + роз с заз.конт.)  ОУ брызгозащищенный В-РЦ-657 Пралеска (25), BYLECTRICA","RUB","228.42"
"sku_dd56070b","Блок (1 выкл.+роз.) ОУ брызгозащ. В-РЦ-653  Пралеска (30) , BYLECTRICA","RUB","219.7"
"sku_588b61d7","Блок (2 выкл. + роз с заз.конт.)  ОУ брызгозащищенный 2В-РЦ-659 Пралеска (25) , BYLECTRICA","RUB","242"
"sku_8c8d280d","Блок (2выкл. + роз)  ОУ брызгозащищенный 2В-РЦ-655 Пралеска (30)  , BYLECTRICA","RUB","241.3"
"sku_9f5d10af","Выкл. 1-кл. ОУ брызгозащищенный / А1 6-222 Пралеска (60)  , BYLECTRICA","RUB","125.66"
"sku_32b33fc1","Выкл. 2-кл. ОУ брызгозащищенный А5 6-224 Пралеска (60)  , BYLECTRICA","RUB","144.31"
"sku_a1cf8cca","Роз. 1-местн. ОУ брызгозащ. IP54    РА16-296 Пралеска (60)  , BYLECTRICA","RUB","106.02"
"sku_25c08f2e","Роз. 1-местн. ОУ с заз.конт. брызгозащ.IP54 РА16-297 Пралеска (50)  , BYLECTRICA","RUB","121.48"
"sku_1cc65b70","Роз. 2-местн. ОУ брызгозащ. РА16-302 Пралеска (35)  , BYLECTRICA","RUB","167.21"
"sku_1779c5dc","Роз. 2-местн. ОУ с заз.конт. брызгозащ. РА16-303 Пралеска (30)  , BYLECTRICA","RUB","209.73"
"sku_21a31501","Роз. 3-местн. ОП  брызгозащ. РА16-0131  Пралеска (26) АКВА,","RUB","300"
"sku_bc6db053","Роз. 3-местн. ОП  с/з брызгозащ. РА16-0132  Пралеска  АКВА (1/24),","RUB","378.62"
"sku_e0fd93cf","Блок (1 выкл. + роз с заз.конт.)  ОУ брызгозащищенный В-РЦ-657 (03) Пралеска (25)  , BYLECTRICA","RUB","228"
"sku_72d4124b","Блок (2 выкл. + роз с заз.конт.)  ОУ брызгозащищенный 2В-РЦ-659 (03) Пралеска (25), BYLECTRICA","RUB","231.16"
"sku_273bb3ea","Блок (2 выкл.+роз.) ОУ брызгозащ. 2В-РЦ-655 (3) Пралеска (30), BYLECTRICA","RUB","256.46"
"sku_b3cf3970","Выкл. 1-кл. ОУ брызгозащищенный / А1 6-222 (3) АКВА  , BYLECTRICA","RUB","117.25"
"sku_d5400031","Выкл. 2-кл. ОУ брызгозащищенный / А5 6-224 (3) АКВА  , BYLECTRICA","RUB","138.45"
"sku_47dd667c","Роз. 1-местн. ОУ брызгозащ. IP54/РА16-296 (3) АКВА (60)  , BYLECTRICA","RUB","106"
"sku_4ef1a00b","Роз. 1-местн. ОУ с заз. конт. брызгозащ. IP54/РА16-297 (3) АКВА (50)  , BYLECTRICA","RUB","121.48"
"sku_8330d32a","Роз. 2-местн.  ОУ с заз. конт. брызгозащ.. РА16-303 (3) Пралеска (30), BYLECTRICA","RUB","207.7"
"sku_a9c1d2be","Роз. 2-местн.  ОУбрызгозащ.. РА16-302 (3) Пралеска (35)  , BYLECTRICA","RUB","165.58"
"sku_d9bafd72","Роз. 3-местн. ОП  брызгозащ. РА16-0131(03) Пралеска (26) АКВА,","RUB","300"
"sku_77f5e1e7","Роз. 3-местн. ОП с/з брызгозащ. РА16-0132 (03)  Пралеска АКВА (1/21),","RUB","378.62"
"sku_041ff27e","Рамка накладная под выключатель, белая (20/100шт), СВЕТ","RUB","30"
"sku_3fd70478","Выключатель А5 10-001  , БелТИЗ","RUB","135.07"
"sku_120bff77","Соединитель СЭ 30-В-А-32/380 (80шт), СВЕТ","RUB","201.5"
"sku_e041b64c","Соединитель СЭ РВШ 32-001 (80шт), СВЕТ","RUB","181"
"sku_2f9b05ad","Navigator 14 294 NCA-SR113-16-220 стационарная наружная 16А 2P+PE IP44 (1/10), Navigator Group","RUB","277.93"
"sku_9eae01c4","Navigator 14 297 NCA-SR123-32-220 стационарная наружная 32А 2P+PE IP44 (1/10), Navigator Group","RUB","318.88"
"sku_30c88037","Navigator 14 298 NCA-SR124-32-380 стационарная наружная 32А 3P+PE IP44 (1/10), Navigator Group","RUB","345.2"
"sku_a1161bdb","Navigator 14 299 NCA-SR125-32-380 стационарная наружная 32А 3P+N+PE IP44 (1/10), Navigator Group","RUB","368.77"
"sku_47a5c250","Navigator 14 303 NCA-SR213-16-220 переносная 16А 2P+PE IP44 (1/10), Navigator Group","RUB","196.2"
"sku_299aa5fa","Вилка  Navigator 14 286 NCA-SR015-16-380 переносная 16А 3P+N+PE IP44,","RUB","235.32"
"sku_9cb29ac4","Вилка Navigator 14 284 NCA-SR013-16-220 переносная 16А 2P+PE IP44 (1/10),","RUB","163.54"
"sku_5f7bcdf0","Вилка Navigator 14 285 NCA-SR014-16-380 переносная 16А 3P+PE IP44 (1/10),","RUB","209.89"
"sku_c20c387e","Вилка Navigator 14 287 NCA-SR023-32-220 переносная 32А 2P+PE IP44 (1/10),","RUB","242.06"
"sku_9229f800","Розетка  Navigator 14 312 NCA-SR413-16-220 стационарная скрытая 16А 2P+PE IP44,","RUB","277.02"
"sku_d51b93f2","Розетка  Navigator 14 313 NCA-SR414-16-380 стационарная скрытая 16А 3P+PE IP44,","RUB","335.33"
"sku_0a663f33","Розетка Navigator 14 296 NCA-SR115-16-380 стационарная наружная 16А 3P+N+PE IP44, Navigator Group","RUB","330.2"
"sku_b861b968","Розетка Navigator 14 304 NCA-SR214-16-380 переносная 16А 3P+PE IP44 (1/10), Navigator Group","RUB","214.48"
"sku_f7bdcd71","Розетка Navigator 14 307 NCA-SR224-32-380 переносная 32А 3P+PE IP44 (1/10), Navigator Group","RUB","305.89"
"sku_b449d75d","Розетка Navigator 14 308 NCA-SR225-32-380 переносная 32А 3P+N+PE IP44 (1/10),","RUB","373"
"sku_62bacaa1","Розетка 1-мест. РП 16-131 (36) , СВЕТ","RUB","188"
"sku_ae427f67","Розетка 1-мест. РП 16-131 К (36)  , СВЕТ","RUB","196.31"
"sku_c9b28039","Розетка 1-мест. РП 16-131 С (36)  , СВЕТ","RUB","196.31"
"sku_99df914f","Розетка 2-мест. РП 16-232 (26)  , СВЕТ","RUB","226.73"
"sku_8344eced","Розетка 2-мест. РП 16-232 К (26)  , СВЕТ","RUB","238.08"
"sku_2b2fa8af","Розетка 2-мест. РП 16-232 С (26)  , СВЕТ","RUB","227.5"
"sku_fbe619b1","Розетка 3-мест. РП 16-334 (18)  , СВЕТ","RUB","277.93"
"sku_27ea8ecf","Розетка 3-мест. РП 16-334 К (18)  , СВЕТ","RUB","281.98"
"sku_d3533731","Розетка 3-мест. РП 16-334 С (18)  , СВЕТ","RUB","281.98"
"sku_9bd5b575","Розетка 4-мест. РП 16-432 (12), СВЕТ","RUB","353.34"
"sku_96b9da91","Despına L / D Механизм  Выкл. 1 кл. прох. Белый(10/50), MONO","RUB","182.26"
"sku_b5d991e1","Despına L / D Механизм  Выкл. 1 кл. с подсв. Белый(10/50), MONO","RUB","223.42"
"sku_45e79275","Despına L / D Механизм  Розетка Комп. (Rj45 Cat 6) Белая (10/50), MONO","RUB","323.78"
"sku_f9f093de","Despına L / D Механизм  Розетка с/з Белая (1/12), MONO","RUB","196.09"
"sku_2de029ad","Despına L / D Механизм Выкл. 3 кл. Белый (1/12), MONO","RUB","207.95"
"sku_1452cab2","Despına Выкл. 1 кл. Белый (10/100), MONO","RUB","146.38"
"sku_9978b212","Despına Выкл. 2 кл. Белый (10/100), MONO","RUB","182.26"
"sku_4f19bc9c","Despına Выкл. 2 кл. прох. Белый (10/50), MONO","RUB","241.41"
"sku_9536b34f","Despına Выкл. 2 кл. с подсв. Белый (10/50), MONO","RUB","241.41"
"sku_2e30ec4c","Despına Переключатель перекрестный Белый (10/50), MONO","RUB","258.44"
"sku_b327f410","Despına Рамка 2-я Белая (1/16/80), MONO","RUB","107.51"
"sku_762273ea","Despına Рамка 3-я Белая (17/90), MONO","RUB","145.21"
"sku_1be597ee","Despına Рамка 4-я Белая (10/40), MONO","RUB","180.18"
"sku_5ec9b974","Despına Рамка 5-я Белая (10/40), MONO","RUB","225.94"
"sku_d0543bf2","Despına Рамка 6-я Белая (10/40), MONO","RUB","271.7"
"sku_f01f6b44","Despına Розетка 2-я б/з Белая (6/60), MONO","RUB","212.68"
"sku_8883969d","Despına Розетка 2-я с/з Белая (5/50), MONO","RUB","231.92"
"sku_0161b8dd","Despına Розетка Tv конц. с Экраном (8Db-12Db-18Db-20Db) Белая (10/100) , MONO","RUB","278.85"
"sku_efd33bf4","Despına Розетка б/з Белая (10/100), MONO","RUB","165.62"
"sku_2be5ff8c","Despına Розетка с/з с крышк. Белая (10/100), MONO","RUB","223.73"
"sku_613e90d0","Despına L / D Механизм  Tv Розетка конц. с Экраном Графит (1/12), MONO","RUB","315"
"sku_f81db48b","Despına L / D Механизм  Выкл. 1 кл. Графит (1/12), MONO","RUB","190"
"sku_0223c0ff","Despına L / D Механизм  Выкл. 1 кл. прох. Графит (1/10), MONO","RUB","233.64"
"sku_59ee3d3a","Despına L / D Механизм  Выкл. 2 кл. Графит (1/12), MONO","RUB","233.64"
"sku_e7626da8","Despına L / D Механизм  Выкл. 3 кл. Графит (1/12), MONO","RUB","277.26"
"sku_770297eb","Despına L / D Механизм  Розетка 2-я с/з Графит (1/8), MONO","RUB","298.34"
"sku_c74172c1","Despına L / D Механизм  Розетка Комп. (Rj45 Cat 6) Графит (1/12), MONO","RUB","353.94"
"sku_50b32b27","Despına L / D Механизм  Розетка с/з Графит (1/12), MONO","RUB","251.25"
"sku_a7f001da","Despına Выкл. 1 кл. прох. Графит (1/10), MONO","RUB","233.64"
"sku_718163a9","Despına Выкл. 1 кл. с подсв. Графит (1/10), MONO","RUB","285"
"sku_1ea16408","Despına Выкл. 2 кл. прох. Графит (1/10), MONO","RUB","310.69"
"sku_d1513d67","Despına Выкл. 2 кл. с подс. Графит (1/10), MONO","RUB","303"
"sku_0641a021","Despına Рамка 1-я Графит (1/24), MONO","RUB","80.67"
"sku_1818c204","Despına Рамка 3-я Графит (1/18), MONO","RUB","225.89"
"sku_548dad25","Despına Рамка 5-я Графит (1/10), MONO","RUB","344.26"
"sku_a3730b24","Despına Рамка 6-я Графит, MONO","RUB","397.95"
"sku_6d15f84c","Despına Рамка для 2-й Розетки Графит (1/16), MONO","RUB","126.45"
"sku_91ca1d2c","Despına Розетка 2-я б/з Графит (6/60), MONO","RUB","386.1"
"sku_005ff537","Despına Розетка с/з с крышк. Графит (1/10), MONO","RUB","259.65"
"sku_4466a6f0","Despına L/D Механизм Розетка с/з Кремовая (10/100), MONO","RUB","196.09"
"sku_ef3faa99","Despına Выкл. 1 кл. Кремовый (10/100), MONO","RUB","146.38"
"sku_59f560ae","Despına Выкл. 1 кл. прох. Кремовый (10/100), MONO","RUB","182.26"
